nome_titulo;titulo;data_ativacao_titulo;data_validade_titulo;cod_situacao;situacao;municipio;uf;processo;atividade;tipologia_licenciada;Latitude;Longitude;gerencia;situacao_processo;empreendimento;Localizacao;data_criacao_processo;ano_ativacao;ano_processo;estado;nome;ano_validade;pais;ponto;COUNT
Autorização;5152;17/01/2023;17/01/2024;2;Ativo;Tomé-Açu;PA;2022/0000045596;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-2,414542;-48,138894;DLA;Encaminhado;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Tomé-Açu,PA, Brasil;29/12/2022;2023;2022;PARA;Autorização_Supressão_Vegetal;2024;BRASIL;POINT(-48.138894 -2.414542);1
Autorização;5611;12/07/2024;12/07/2025;2;Ativo;Prainha;PA;2024/0000009835;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,656656;-53,474986;NURE-SAN;Encaminhado;LOTE 08 - SETOR A;Prainha,PA, Brasil;13/03/2024;2024;2024;PARA;Autorização de captura, coleta, resgate, transporte e soltura de fauna silvestre;2025;BRASIL;POINT(-53.474986 -2.656656);1
Autorização;5380;17/11/2023;16/11/2024;2;Ativo;Prainha;PA;2023/0000038647;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,636711;-53,359875;NURE-SAN;Deferido;SIDNEI MANSO - FAZENDA JUTAÍ;Prainha,PA, Brasil;22/08/2023;2023;2023;PARA;Autorização para Afugentamento/ Resgate de Fauna em frentes de supressão vegetal;2024;BRASIL;POINT(-53.359875 -2.636711);1
Autorização;5608;11/07/2024;11/07/2025;2;Ativo;Rio Maria;PA;2024/0000011934;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-7,607506;-49,963472;NURE-REDEN;Encaminhado;VIVALDO DIEGO DE MENDONÇA MEDEIROS;Rio Maria,PA, Brasil;27/03/2024;2024;2024;PARA;Autorização de Supressão de Vegetação Secundária;2025;BRASIL;POINT(-49.963472 -7.607506);1
Autorização;5383;30/11/2023;29/11/2024;2;Ativo;Prainha;PA;2023/0000038665;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,555464;-53,409353;NURE-SAN;Encaminhado;FAZENDA CARVALHO;Prainha,PA, Brasil;22/08/2023;2023;2023;PARA;Autorização para Afugentamento/ Resgate de Fauna em frentes de supressão vegetal;2024;BRASIL;POINT(-53.409353 -2.555464);1
Autorização;5656;10/09/2024;10/09/2025;2;Ativo;Floresta Do Araguaia;PA;2024/0000008569;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-7,457564;-49,364939;NURE-REDEN;Em análise;Fazenda Estrela do Araguaia;Floresta Do Araguaia,PA, Brasil;06/03/2024;2024;2024;PARA;Autorização para atividade 2614 - Captura, Coleta, Resgate e Soltura de fauna;2025;BRASIL;POINT(-49.364939 -7.457564);1
Autorização;5624;09/08/2024;09/08/2025;2;Ativo;Prainha;PA;2024/0000014626;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,678639;-53,341917;NURE-SAN;Deferido;FELIPE FELICISSIMO CARREIRA;Prainha,PA, Brasil;16/04/2024;2024;2024;PARA;Autorização de captura, coleta, resgate, transporte e soltura de fauna silvestre;2025;BRASIL;POINT(-53.341917 -2.678639);1
Autorização;5638;23/08/2024;23/08/2025;2;Ativo;Prainha;PA;2024/0000014681;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,675156;-53,349394;NURE-SAN;Deferido;ILZO BAIA XAVIER;Prainha,PA, Brasil;16/04/2024;2024;2024;PARA;Autorização de captura, coleta, resgate, transporte e soltura de fauna silvestre;2025;BRASIL;POINT(-53.349394 -2.675156);1
Autorização;5688;25/10/2024;25/10/2025;2;Ativo;Barcarena;PA;2024/0000030104;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressão de vegetação para o uso alternativo do solo em floresta primária;-1,508019;-48,618947;GENERG;Encaminhado;COMPANHIA DOCAS DO PARA - PORTO DE VILA DO CONDE;Barcarena,PA, Brasil;25/07/2024;2024;2024;PARA;Autorização de Supresão de Vegetação;2025;BRASIL;POINT(-48.618947 -1.508019);1
Autorização;5687;25/10/2024;25/10/2025;2;Ativo;Barcarena;PA;2024/0000030104;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-1,508019;-48,618947;GENERG;Encaminhado;COMPANHIA DOCAS DO PARA - PORTO DE VILA DO CONDE;Barcarena,PA, Brasil;25/07/2024;2024;2024;PARA;Autorização de Manejo de Fauna Silvestre;2025;BRASIL;POINT(-48.618947 -1.508019);1
Autorização;5820;07/04/2025;07/04/2026;2;Ativo;Curionópolis;PA;2024/0000044919;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Inventário de Fauna Silvestre;-6,067833;-49,650575;DLA;Encaminhado;FERTEC - FERROUS TECHNOLOGY MINERACAO LTDA.;Curionópolis,PA, Brasil;28/10/2024;2025;2024;PARA;Inventário de Fauna para fins de EIA/RIMA;2026;BRASIL;POINT(-49.650575 -6.067833);1
Autorização;5607;11/07/2024;11/07/2025;2;Ativo;Rio Maria;PA;2024/0000016232;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-7,615711;-49,927625;NURE-REDEN;Arquivado;VIVALDO DIEGO MENDONÇA MEDEIROS;Rio Maria,PA, Brasil;25/04/2024;2024;2024;PARA;Deferimento de AU de Afugentamento/Monitoramento de Fauna Silvestre;2025;BRASIL;POINT(-49.927625 -7.615711);1
Autorização;5669;04/11/2024;04/11/2025;2;Ativo;Benevides;PA;2024/0000028006;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-1,377668;-48,244353;DLA;Deferido;Condomínio Ecológico Amazonflora;Benevides,PA, Brasil;11/07/2024;2024;2024;PARA;AU captura - COND ECO AMAZONFLORA;2025;BRASIL;POINT(-48.2443528 -1.3776684);1
Autorização;5609;12/07/2024;12/07/2025;2;Ativo;Prainha;PA;2024/0000015641;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,699139;-53,463808;NURE-SAN;Encaminhado;LUZINEIDE DE OLIVEIRA NUNES;Prainha,PA, Brasil;22/04/2024;2024;2024;PARA;Autorização de captura, coleta, resgate, transporte e soltura de fauna silvestre;2025;BRASIL;POINT(-53.463808 -2.699139);1
Autorização;5920;15/09/2025;15/09/2026;2;Ativo;Cumaru Do Norte;PA;2025/0000014878;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-9,362;-51,17;NURE-REDEN;Encaminhado;FAZENDA RIO LIBERDADE;Cumaru Do Norte,PA, Brasil;08/04/2025;2025;2025;PARA;Afugentamento de Fauna Silvestre;2026;BRASIL;POINT(-51.17 -9.362);1
Autorização;4470;24/08/2020;24/08/2021;2;Ativo;Uruará;PA;2007/0000449545;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Manejo florestal em regime de rendimento sustentável;-3,696761;-53,422861;NURE-ALT;Encaminhado;FAZENDA GAMELEIRA;Uruará,PA, Brasil;26/11/2007;2020;2007;PARA;Autorização Simples - Toras de Madeiras Nativas;2021;BRASIL;POINT(-53.422861 -3.696761);1
Licença de Operação;11543;01/02/2019;01/02/2020;2;Ativo;Palestina Do Pará;PA;2013/0000039282;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Extração de Areia e/ou Cascalho em corpos hídricos;-5,748356;-48,294731;NURE-MAR;Arquivado;SUELMAR HERENIO MARTINS;Palestina Do Pará,PA, Brasil;29/11/2013;2019;2013;PARA;LO Retificada;2020;BRASIL;POINT(-48.294731 -5.748356);1
Autorização;5205;14/04/2023;13/04/2024;2;Ativo;Curionópolis;PA;2014/0000013649;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rodovia /ferrovia;-5,935;-49,668;DLA;Arquivado;VALE S.A.;Curionópolis,PA, Brasil;14/05/2014;2023;2014;PARA;ASV 106 indivíduos;2024;BRASIL;POINT(-49.668 -5.935);1
Licença de Instalação;2955;07/11/2019;06/11/2020;2;Ativo;Barcarena;PA;2015/0000010512;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Porto Organizado;-1,508019;-48,618947;DLA;Encaminhado;COMPANHIA DOCAS DO PARA - PORTO DE VILA DO CONDE;Barcarena,PA, Brasil;16/04/2015;2019;2015;PARA;Licença de Instalação Manutenção Ponte TGL;2020;BRASIL;POINT(-48.618947 -1.508019);1
Autorização;5850;05/06/2025;05/06/2026;2;Ativo;Tomé-Açu;PA;2019/0000046399;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Limpeza de área com remoção de vegetação com DAP £ 15;-2,863433;-48,4036;NURE-PARAG;Deferido;FAZENDA PLATINA;Tomé-Açu,PA, Brasil;08/11/2019;2025;2019;PARA;Referente a queima controlada;2026;BRASIL;POINT(-48.4036 -2.863433);1
Licença Prévia;1839;28/06/2021;28/06/2022;2;Ativo;Marabá;PA;2020/0000007124;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Pesquisa mineral com lavra experimental;-5,566611;-50,195833;DLA;Cancelado;TOTAL GROUP SERV. E COM. DE MINERACAO LTDA;Marabá,PA, Brasil;09/03/2020;2021;2020;PARA;Licença Prévia - Lavra;2022;BRASIL;POINT(-50.195833 -5.566611);1
Licença de Instalação;3127;28/06/2021;28/06/2022;2;Ativo;Marabá;PA;2020/0000007124;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Pesquisa mineral com lavra experimental;-5,566611;-50,195833;DLA;Cancelado;TOTAL GROUP SERV. E COM. DE MINERACAO LTDA;Marabá,PA, Brasil;09/03/2020;2021;2020;PARA;Licença de Intalação - Lavra;2022;BRASIL;POINT(-50.195833 -5.566611);1
Licença de Instalação;3128;28/06/2021;28/06/2022;2;Ativo;Marabá;PA;2020/0000007124;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Pesquisa mineral com lavra experimental;-5,566611;-50,195833;DLA;Cancelado;TOTAL GROUP SERV. E COM. DE MINERACAO LTDA;Marabá,PA, Brasil;09/03/2020;2021;2020;PARA;Licença de Intalação - Beneficiamento;2022;BRASIL;POINT(-50.195833 -5.566611);1
Licença Prévia;1842;28/06/2021;28/06/2022;2;Ativo;Marabá;PA;2020/0000007124;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Pesquisa mineral com lavra experimental;-5,566611;-50,195833;DLA;Cancelado;TOTAL GROUP SERV. E COM. DE MINERACAO LTDA;Marabá,PA, Brasil;09/03/2020;2021;2020;PARA;Licença Prévia - Beneficiamento;2022;BRASIL;POINT(-50.195833 -5.566611);1
Autorização;5861;16/06/2025;16/06/2026;2;Ativo;Capitão Poço;PA;2021/0000043724;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Limpeza de área com remoção de vegetação com DAP £ 15;-2,424347;-47,34035;NURE-PARAG;Encaminhado;FAZENDA SANTA ODILIA I;Capitão Poço,PA, Brasil;28/12/2021;2025;2021;PARA;QUEIMA CONTROLADA;2026;BRASIL;POINT(-47.34035 -2.424347);1
